DocType: ToDo,Low,ዝቅ ያለ
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +23,"These permissions will apply for all transactions where the permitted record is linked. For example, if Company C is added to User Permissions of user X, user X will only be able to see transactions that has company C as a linked value.","እነዚህ ፈቃዶች የተፈቀደለት ታሪክ ጋር የተያያዘ ነው የት ግብይቶች ማመልከት ይሆናል. የኩባንያ ሲ ተጠቃሚ በ X የተጠቃሚ ፍቃዶች ታክሏል ከሆነ ለምሳሌ ያህል, የተጠቃሚ X ብቻ የተገናኘ እሴት ያሉ ኩባንያ ሐ ያለው ግብይቶችን ማየት ይችላሉ."
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +576,Then By (optional),ከዚያም በ (አማራጭ)
apps/frappe/frappe/config/setup.py +247,Custom Translations,ብጁ ትርጉሞች
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +555,You will use it to Login,አንተ ግባ ይጠቀምበታል
DocType: DocField,Currency,ገንዘብ
DocType: DocField,Heading,አርእስት
apps/frappe/frappe/core/doctype/doctype/doctype.py +210,DocType can not be merged,DocType ሊዋሃዱ አይችሉም
DocType: Custom Script,Script Type,ስክሪፕት አይነት
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +51,Go,ሂድ
DocType: User,Reset Password Key,ዳግም አስጀምር የይለፍ ቁልፍ
apps/frappe/frappe/public/js/frappe/misc/pretty_date.js +54,&gt; {0} year(s) ago,&gt; {0} ዓመት (ዎች) በፊት
DocType: Email Account,Email Server,የኢሜይል አገልጋይ
DocType: Communication,Created,የተፈጠረ
apps/frappe/frappe/model/db_schema.py +140,Reverting length to {0} for '{1}' in '{2}'; Setting the length as {3} will cause truncation of data.,ርዝመት በመመለስ ላይ {0} ለ «{1}» ውስጥ «{2}»; ርዝመት በማዘጋጀት ላይ {3} ውሂብ ማሳጠሪያ ያደርጋል ነው.
apps/frappe/frappe/public/js/frappe/form/grid.js +528,Bulk Edit {0},የጅምላ አርትዕ {0}
apps/frappe/frappe/core/page/usage_info/usage_info.js +20,Upgrade,አሻሽል
DocType: Email Alert,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","ተለዋዋጭ ርዕሰ ለማከል, እንደ ጂንጃ መለያዎች ይጠቀሙ <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>"
DocType: Razorpay Settings,Razorpay Settings,Razorpay ቅንብሮች
DocType: Email Account,Notify if unreplied for (in mins),(ደቂቃዎች ውስጥ) ለ unreplied ከሆነ አሳውቅ
DocType: Workflow State,ok-circle,ok-ክበብ
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +59,The Condition '{0}' is invalid,ሁኔታ «{0}» ልክ ያልሆነ ነው
apps/frappe/frappe/public/js/frappe/form/link_selector.js +20,Value,ዋጋ
apps/frappe/frappe/templates/includes/contact.js +11,"Please enter both your email and message so that we \
				can get back to you. Thanks!",እኛ ወደ አንተ ማግኘት ይችላሉ \ እንዲችሉ የእርስዎ ኢሜይል እና መልዕክት ሁለቱም ያስገቡ. አመሰግናለሁ!
apps/frappe/frappe/public/js/frappe/form/grid.js +518,Edit via Upload,ስቀል በኩል አርትዕ
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +403,Did not add,ማከል ነበር
DocType: Communication,Delayed,ዘግይቷል
DocType: Customize Form Field,Customize Form Field,ቅጽ መስክ ያብጁ
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js +7,Open Source Applications for the Web,የድር ክፈት ምንጭ መተግበሪያዎች
DocType: Custom Field,In Report Filter,ሪፖርት ማጣሪያ ውስጥ
apps/frappe/frappe/desk/page/backups/backups.js +8,Set Number of Backups,ምትኬዎች ቁጥር አዘጋጅ
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +10,Not equals,እኩል አይደለም
DocType: Workflow Document State,Workflow Document State,የስራ ፍሰት ሰነድ ግዛት
DocType: Event,Every Week,በየሳምንቱ
DocType: DocType,User Cannot Create,ተጠቃሚ ይፍጠሩ አይቻልም
DocType: Communication,Reference,ማጣቀሻ
DocType: Portal Settings,Standard Sidebar Menu,መደበኛ የጎን አሞሌ ምናሌ
DocType: Workflow State,eject,አስፈነጠረ
apps/frappe/frappe/public/js/frappe/form/control.js +645,Date must be in format: {0},የቀን ቅርጸት ውስጥ መሆን አለባቸው: {0}
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +778,Saved,ተቀምጧል
DocType: Workflow State,th-list,ኛ-ዝርዝር
apps/frappe/frappe/public/js/frappe/form/control.js +1229,Open Link,አገናኝ ክፈት
DocType: User,Unsubscribed,ያልተመዘገበ
apps/frappe/frappe/core/doctype/communication/feed.py +57,{0} logged in,{0} ውስጥ ገብተሃል
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +9,Reports,ሪፖርቶች
DocType: Email Alert,Email Alert,የኢሜይል ማንቂያ
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +58,Cannot remove permission for DocType: {0} and Name: {1},DocType ፈቃድ ማስወገድ አይችሉም: {0} እና ስም: {1}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +208,"Change type of field. (Currently, Type change is \
						allowed among 'Currency and Float')","መስክ አይነት ለውጥ. (በአሁኑ ጊዜ, ዓይነት ለውጥ \ &#39;ገንዘብና መንሳፈፊያ&#39; መካከል ይፈቀዳል)"
DocType: DocShare,Everyone,ሁሉም ሰው
apps/frappe/frappe/public/js/frappe/views/communication.js +461,There were errors while sending email. Please try again.,ኢሜይል በመላክ ላይ ሳለ ስህተቶች ነበሩ. እባክዎ ዳግም ይሞክሩ.
apps/frappe/frappe/desk/form/assign_to.py +153,"A new task, {0}, has been assigned to you by {1}. {2}","አዲስ ተግባር, {0}: {1} የተሰጠህ ተደርጓል. {2}"
DocType: Workflow State,Inverse,የተገላቢጦሽ
apps/frappe/frappe/public/js/legacy/form.js +137,Please save before attaching.,በማያያዝ በፊት ያስቀምጡ.
DocType: System Settings,Session Expiry,ክፍለ ጊዜ የሚቃጠልበት
DocType: Workflow,"Rules for how states are transitions, like next state and which role is allowed to change state etc.","እንዲህ ይላል ቀጣዩ ሁኔታ እና ይህም ሚና እንደ ሽግግር, እንዴት ደንቦች ወዘተ ሁኔታ ለመለወጥ ተፈቅዶለታል"
apps/frappe/frappe/public/js/frappe/form/toolbar.js +131,Links,አገናኞች
apps/frappe/frappe/core/doctype/file/file.py +167,Cannot delete Home and Attachments folders,ቤት እና አባሪዎች አቃፊዎችን መሰረዝ አልተቻለም
apps/frappe/frappe/core/page/usage_info/usage_info.html +37,Emails sent this month,ኢሜይሎች በዚህ ወር ላከ
DocType: DocField,In Standard Filter,መደበኛ ማጣሪያ ውስጥ
DocType: Workflow State,gift,ስጦታ
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_layout.html +8,Edit Heading,አርትዕ HEADING
apps/frappe/frappe/config/desktop.py +41,Developer,ገንቢ
DocType: Email Group,Email Group,የኢሜይል ቡድን
DocType: DocType,Comments and Communications will be associated with this linked document,አስተያየቶች እና የግንኙነት በዚህ የተገናኝ ሰነድ ጋር የተያያዘ ይሆናል
DocType: Dropbox Settings,Backup Frequency,ምትኬ ድግግሞሽ
apps/frappe/frappe/public/js/frappe/ui/page.html +24,Menu,ማውጫ
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +37,Logout,ውጣ
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +9,Add a New Role,አዲስ ሚና አክል
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +373,Select Your Language,የእርስዎ ቋንቋ ይምረጡ
DocType: Communication,Timeline Name,የጊዜ መስመር ስም
apps/frappe/frappe/email/doctype/email_group/email_group.py +42,{0} subscribers added,{0} ተመዝጋቢዎች ታክሏል
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +574,Descending,ሲወጡና
DocType: Website Theme,Heading Style,ርዕስ ቅጥ
apps/frappe/frappe/public/js/frappe/model/model.js +18,Created By,የተፈጠረ
DocType: Translation,Source Data,ምንጭ ውሂብ
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +9,The system provides many pre-defined roles. You can add new roles to set finer permissions.,ስርዓቱ ብዙ ቀድሞ የተበየነ ሚና ያቀርባል. እርስዎ በመረጡት ፍቃዶችን ማዘጋጀት አዲስ ሚና ማከል ይችላሉ.
DocType: Communication,Recipient Unsubscribed,ያልተመዘገበ ተቀባይ
DocType: OAuth Client, Advanced Settings,የላቁ ቅንብሮች
apps/frappe/frappe/core/page/usage_info/usage_info.html +10,Users,ተጠቃሚዎች
DocType: Language,Language,ቋንቋ
DocType: Portal Settings,Default Role at Time of Signup,ምዝገባ በጊዜ ላይ ነባሪ ሚና
DocType: Bulk Update,"SQL Conditions. Example: status=""Open""",የ SQL ሁኔታዎች. ምሳሌ: ሁኔታ = &quot;ክፈት&quot;
DocType: Error Snapshot,Exception,ያልተለመደ ሁናቴ
DocType: Print Settings,In points. Default is 9.,ነጥቦች ውስጥ. ነባሪ 9 ነው.
apps/frappe/frappe/templates/generators/web_form.html +161,Max attachment size is {0}MB,ከፍተኛው አባሪ መጠን ነው {0} ሜባ
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +439,"Select your Country, Time Zone and Currency","የእርስዎን አገር, የሰዓት ዞን እና ምንዛሬ ይምረጡ"
DocType: Workflow State,Tags,መለያዎች
DocType: Workflow State,retweet,ትዊት
apps/frappe/frappe/desk/page/activity/activity_row.html +13,Logged in,ገብተዋል
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +685,You can add dynamic properties from the document by using Jinja templating.,አንተ ጂንጃ templating በመጠቀም ሰነዱን ከ ተለዋዋጭ ንብረቶች ማከል ይችላሉ.
apps/frappe/frappe/model/base_document.py +417,Data missing in table,የውሂብ ሰንጠረዥ ውስጥ ይጎድላል
DocType: System Settings,Allow only one session per user,ተጠቃሚ ብቻ ነው አንድ ክፍለ ጊዜ ፍቀድ
apps/frappe/frappe/utils/password_strength.py +80,Make use of longer keyboard patterns,ከአሁን በኋላ ሰሌዳ ቅጦችን መጠቀም
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +370,Add New Permission Rule,አዲስ ፈቃድ ደንብ ያክሉ
DocType: Email Alert,View Properties (via Customize Form),(ብጁ ቅጽ በኩል) ይመልከቱ ንብረቶች
DocType: OAuth Authorization Code,OAuth Authorization Code,OAuth ማረጋገጫ ኮድ
DocType: Dropbox Settings,Dropbox Settings,dropbox ቅንብሮች
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: DocType,Administrator,አስተዳዳሪ
DocType: Website Settings,Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.,የ Google Analytics መታወቂያ ያክሉ: ለምሳሌ. UA-89XXX57-1. ተጨማሪ መረጃ ለማግኘት በ Google ትንታኔዎች ላይ እርዳታ ፍለጋ ያድርጉ.
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +13,Reference DocType and Reference Name are required,ማጣቀሻ DocType እና የማጣቀሻ ስም ያስፈልጋል ነው
DocType: DocPerm,Import,አስገባ
DocType: Website Settings,Address and other legal information you may want to put in the footer.,አድራሻ እና ሌሎች ህጋዊ መረጃ ወደ ግርጌ ላይ ማስቀመጥ ይፈልጉ ይሆናል.
DocType: Auto Email Report,Report Filters,ሪፖርት ማጣሪያዎች
DocType: Print Format,Print Format Help,አትም ቅርጸት እገዛ
apps/frappe/frappe/website/doctype/web_form/web_form.py +37,You need to be in developer mode to edit a Standard Web Form,አንድ መደበኛ የድር ቅጽ አርትዕ ለማድረግ በገንቢ ሁነታ ላይ መሆን አለብዎት
DocType: OAuth Client,"URIs for receiving authorization code once the user allows access, as well as failure responses. Typically a REST endpoint exposed by the Client App.
<br>e.g. http://hostname//api/method/frappe.www.login.login_via_facebook","ተጠቃሚው መዳረሻ የሚፈቅድ አንድ ጊዜ ፈቃድ ኮድ መቀበል, እንዲሁም አለመሳካት ምላሾች ዩአርአይዎች. በተለምዶ ማረት ነጥብ ወደ ደንበኛ መተግበሪያ በ አጋልጧል. <br> ለምሳሌ: http: //hostname//api/method/frappe.www.login.login_via_facebook"
,Data Import Tool,የውሂብ አስመጣ መሣሪያ
apps/frappe/frappe/model/base_document.py +422,Value missing for,እሴት ጠፍቷል
apps/frappe/frappe/model/delete_doc.py +154,User not allowed to delete {0}: {1},ተጠቃሚ መሰረዝ አይፈቀድም {0}: {1}
apps/frappe/frappe/website/doctype/web_form/web_form.py +388,You must login to submit this form,ይህን ቅጽ ማስገባት መግባት አለበት
DocType: Social Login Keys,GitHub Client ID,የፊልሙ የደንበኛ መታወቂያ
DocType: DocType,In Dialog,መገናኛ ውስጥ
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;ቡድን አባላት&quot; ወይም &quot;አስተዳደር&quot;
DocType: Custom Script,Script,ስክሪፕት
apps/frappe/frappe/templates/includes/search_box.html +19,Search results for,የፍለጋ ውጤቶች
DocType: DocType,Quick Entry,ፈጣን Entry
apps/frappe/frappe/config/setup.py +172,Customized HTML Templates for printing transactions.,የሕትመት ግብይቶች የተበጁ የ HTML አብነቶች.
apps/frappe/frappe/public/js/frappe/form/grid.js +516,Table updated,ማውጫ ዘምኗል
apps/frappe/frappe/templates/includes/comments/comments.py +55,New comment on {0} {1},ላይ አዲስ አስተያየት {0} {1}
apps/frappe/frappe/config/setup.py +84,Log of error during requests.,ጥያቄዎች ወቅት ስህተት ይግቡ.
apps/frappe/frappe/desk/form/save.py +50,Did not cancel,ይቅር ማለት ነበር
apps/frappe/frappe/email/doctype/email_account/email_account.py +415,Re:,ጉዳዩ:
DocType: Email Account,Attachment Limit (MB),ዓባሪ ገደብ (ሜባ)
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +323,Did not remove,ማስወገድ አይችሉም ነበር
apps/frappe/frappe/public/js/frappe/views/pageview.js +104,Sorry! I could not find what you were looking for.,አዝናለሁ! እኔ የሚፈልጉትን ነገር ማግኘት አልቻልንም.
apps/frappe/frappe/email/queue.py +163,Unsubscribe from this list,ከዚህ ዝርዝር ምዝገባ ይውጡ
DocType: OAuth Client,App Client Secret,የመተግበሪያ የደንበኛ ሚስጥር
DocType: DocType,Track Seen,ትራክ አይቼዋለሁ
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +16,Between,መካከል
apps/frappe/frappe/config/website.py +64,Javascript to append to the head section of the page.,ጃቫስክሪፕት ገጽ ራስ ክፍል ለማያያዝ.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_start.html +16,Create a New Format,አዲስ ቅርጸት ፍጠር
DocType: Workflow,Rules defining transition of state in the workflow.,የስራ ፍሰቱ ውስጥ ግዛት ሽግግር ፍቺ ደንቦች.
DocType: Web Page,CSS,የሲ ኤስ ኤስ
DocType: DocField,Dynamic Link,ተለዋዋጭ አገናኝ
DocType: Customize Form,"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","በኮማ የተለያዩ መስኮች (,) ውስጥ ይካተታል በፍለጋ መገናኛ ሳጥን ዝርዝር &quot;በ ፈልግ&quot;"
DocType: User,Defaults,ነባሪዎች
DocType: System Settings,Scheduler Last Event,መርሐግብር የመጨረሻው ክስተት
DocType: Event,All Day,ሙሉ ቀን
DocType: User,Github User ID,የፊልሙ የተጠቃሚ መታወቂያ
apps/frappe/frappe/core/doctype/user/user.py +259,Password Update,የይለፍ ቃል አዘምን
DocType: User,Represents a User in the system.,በስርዓቱ ውስጥ አንድ ተጠቃሚ ይወክላል.
DocType: PayPal Settings,API Username,የኤ ፒ አይ የተጠቃሚ ስም
apps/frappe/frappe/core/page/data_import_tool/exporter.py +61,Please do not change the template headings.,አብነቱን ርዕሶች መቀየር አይስጡ.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +22,Gantt,Gantt
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +102,Help on Search,ፍለጋ ላይ እገዛ
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +408,Will only be shown if section headings are enabled,ክፍል ርዕሶች የነቃ ከሆነ ብቻ ነው ይታያሉ
DocType: Integration Request,Host,አስተናጋጅ
apps/frappe/frappe/templates/generators/web_form.html +52,Please sign-up or login to begin,-እስከ ይግቡ ወይም ለመጀመር እባክህ ግባ
apps/frappe/frappe/public/js/frappe/request.js +97,File size exceeded the maximum allowed size of {0} MB,የፋይል መጠን {0} ሜባ ከፍተኛውን የሚፈቀድ መጠን አልፏል
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +53,For ranges,ሊታዩ
DocType: Desktop Icon,_doctype,_doctype
DocType: Email Queue,Email Queue,የኢሜይል ወረፋ
apps/frappe/frappe/integration_broker/oauth2.py +109,Define Frappe Server URL in Social Login Keys,ማህበራዊ መግቢያ ቁልፎች ውስጥ Frappe አገልጋይ ዩ አር ኤል ይግለጹ
DocType: Communication,Bot,bot
apps/frappe/frappe/core/doctype/user/user.py +593,"Too many users signed up recently, so the registration is disabled. Please try back in an hour","በጣም ብዙ ተጠቃሚዎች በቅርቡ ተመዝግበዋል, ስለዚህ ምዝገባ ተሰናክሏል. በአንድ ሰዓት ውስጥ ተመልሰው ይሞክሩ"
apps/frappe/frappe/utils/response.py +119,You need to be logged in and have System Manager Role to be able to access backups.,በእናንተ ውስጥ መግባት እና መጠባበቂያ መድረስ መቻል የስርዓት አቀናባሪ ሚና እንዲኖረው ማድረግ ያስፈልጋል.
DocType: Desktop Icon,query-report,ጥያቄ-ሪፖርት
DocType: System Settings,Your organization name and address for the email footer.,የኢሜይል ግርጌ የእርስዎ ድርጅት ስም እና አድራሻ.
DocType: Website Settings,Banner is above the Top Menu Bar.,ሰንደቅ ምርጥ ምናሌ አሞሌ በላይ ነው.
DocType: Web Form,Login Required,መግባት ያስፈልጋል
DocType: Print Format,Verdana,ቨረንዳ
apps/frappe/frappe/website/doctype/web_form/web_form.py +55,Following fields are missing:,የሚከተሉት መስኮች ይጎድላሉ:
apps/frappe/frappe/utils/jinja.py +35,Syntax error in template,አብነት ውስጥ የአገባብ ስህተት
apps/frappe/frappe/config/setup.py +54,Check which Documents are readable by a User,አንድ ተጠቃሚ የማበጀት ናቸው ሰነዶች ይመልከቱ
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html +12,This feature is brand new and still experimental,ይህ ባህሪ አሁንም ፍጹም አዲስ እና የሙከራ ነው
DocType: DocPerm,Apply this rule if the User is the Owner,የተጠቃሚ ባለቤት ከሆነ ይህን ህግ ተግብር
apps/frappe/frappe/utils/password_strength.py +89,Let's avoid repeated words and characters,የአምላክ በተደጋጋሚ ቃላት እና ቁምፊዎች ለማስወገድ እንመልከት
apps/frappe/frappe/config/website.py +43,Categorize blog posts.,ጦማር ልጥፎች ለመመደብ.
DocType: Print Format,Style Settings,ቅጥ ቅንብሮች
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +167,Edit Properties,አርትዕ ንብረቶች
apps/frappe/frappe/desk/page/applications/applications.js +25,No Apps Installed,ምንም የተጫኑ መተግበሪያዎች
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +666,Report was not saved (there were errors),ሪፖርት አልተቀመጠም ነበር (ስህተቶች ነበሩ)
apps/frappe/frappe/utils/nestedset.py +218,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,ሕዋሶችን መካከል ብቻ የሚቻል ቡድን-ቡድን-ወይም ቅጠል መስቀለኛ መንገድ-ወደ-ቅጠል መስቀለኛ መንገድ
apps/frappe/frappe/model/rename_doc.py +105,"{0} {1} does not exist, select a new target to merge","{0} {1} የለም, ማዋሃድ አዲስ ዒላማ ይምረጡ"
apps/frappe/frappe/config/setup.py +216,Centralize access to Integrations,ውህደቶች መዳረሻ አማከለ
DocType: Workflow State,warning-sign,ማስጠንቀቂያ-ምልክት
apps/frappe/frappe/utils/password_strength.py +29,"Use a few words, avoid common phrases.","የጋራ ሐረጎች ለማስቀረት, ጥቂት ቃላትን ይጠቀሙ."
DocType: Workflow State,plus-sign,የመደመር-ምልክት
DocType: OAuth Bearer Token,Revoked,ተሽሯል
DocType: Workflow State,Check,ፈትሽ
apps/frappe/frappe/core/page/background_jobs/background_jobs_outer.html +5,Show failed jobs,ያልተሳኩ ሥራዎች አሳይ
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +327,Loading Report,በመጫን ላይ ሪፖርት
apps/frappe/frappe/website/doctype/website_theme/website_theme.py +30,You are not allowed to delete a standard Website Theme,አንድ መደበኛ ድረ-ገጽታ መሰረዝ አይፈቀድም
DocType: OAuth Client,Client Credentials,የደንበኛ ምስክርነቶች
DocType: DocType,Database Engine,የውሂብ ጎታ ፕሮግራም
DocType: Website Theme,Footer Text Color,የግርጌ ጽሁፍ ቀለም
apps/frappe/frappe/desk/page/activity/activity_row.html +21,Updated {0}: {1},የተዘመነ {0}: {1}
DocType: Email Alert,Attach Print,አትም ያያይዙ
DocType: Social Login Keys,Frappe Client ID,Frappe የደንበኛ መታወቂያ
DocType: Website Slideshow,Slideshow Name,የተንሸራታች ስም
DocType: Async Task,Async Task,በተለያየ ጊዜ ተግባር
apps/frappe/frappe/public/js/frappe/form/share.js +35,Shared with {0},ጋር ተጋርቷል {0}
apps/frappe/frappe/integrations/doctype/paypal_settings/paypal_settings.py +219,"Looks like something went wrong during the transaction. Since we haven't confirmed the payment, Paypal will automatically refund you this amount. If it doesn't, please send us an email and mention the Correlation ID: {0}.","ነገር ግብይቱ ወቅት ችግር ተፈጥሯል ይመስላል. እኛ ክፍያ ተረጋግጧል አላቸው በመሆኑ Paypal በራስ ሰር ይህን መጠን ተመላሽ ያደርጋል. ማለት ነው; አይደለም ከሆነ, አንድ ኢሜይል መላክ እና ትሰስር መታወቂያ መጥቀስ እባክህ: {0}."
DocType: Workflow State,"Style represents the button color: Success - Green, Danger - Red, Inverse - Black, Primary - Dark Blue, Info - Light Blue, Warning - Orange","ቅጥ አዝራሩን ቀለም ያመለክታል: ስኬት - አረንጓዴ, አደጋ - ቀይ, ተገላቢጦሽ - ጥቁር, የመጀመሪያ ደረጃ - ደማቅ ሰማያዊ, መረጃ - ፈካ ያለ ሰማያዊ, ማስጠንቀቂያ - ኦሬንጅ"
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +608,"Unable to display this tree report, due to missing data. Most likely, it is being filtered out due to permissions.","በጎደለ ውሂብ, ይህ ዛፍ ሪፖርት ለማሳየት አልተቻለም. አብዛኞቹ አይቀርም, ይህን ምክንያት ፍቃዶች አጣርተው ነው."
DocType: Web Form,Max Attachment Size (in MB),(ሜባ ውስጥ) ከፍተኛ አባሪ መጠን
apps/frappe/frappe/public/js/frappe/form/toolbar.js +149,Reload,ዳግም ጫን
DocType: DocType,Title Field,የርእስ መስክ
DocType: Social Login Keys,Facebook Client ID,Facebook የደንበኛ መታወቂያ
apps/frappe/frappe/public/js/frappe/list/doclistview.js +505,Quarter Day,ሩብ ቀን
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html +57,Currently Viewing,በአሁኑ ጊዜ በማየት ላይ
DocType: Workflow State,play-circle,ጨዋታ-ክበብ
apps/frappe/frappe/sessions.py +28,Cache Cleared,መሸጎጫ ጸድቷል
DocType: Workflow State,off,ጠፍቷል
apps/frappe/frappe/email/doctype/newsletter/newsletter.py +30,Scheduled to send to {0},ለመላክ የተያዘለት {0}
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +846,Select To Download:,አውርድ ወደ ይምረጡ:
DocType: Error Snapshot,Relapses,መነጋገሬ
DocType: Workflow State,text-height,ጽሑፍ-ቁመት
DocType: File,File URL,ፋይል ዩ አር ኤል
apps/frappe/frappe/config/desk.py +24,Documents assigned to you and by you.,ለአንተም ሆነ እናንተ የተመደበ ሰነዶች.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +33,Setup &gt; User Permissions Manager,ማዋቀር&gt; የተጠቃሚ ፍቃዶች አስተዳዳሪ
DocType: Letter Head,Letter Head Name,ደብዳቤ ኃላፊ ስም
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +306,Add A New Restriction,አዲስ ማዕቀብ ያክሉ
apps/frappe/frappe/public/js/frappe/list/list_permission_footer.html +20,Note: fields having empty value for above criteria are not filtered out.,ማስታወሻ: ከላይ መስፈርት ባዶ እሴት ያላቸው መስኮች ያልተጣራ ነው.
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py +144,Dropbox Access not approved. <p>Please close this window.</p>,Dropbox መዳረሻ አይደለም ጸድቋል. <p> ይህን መስኮት ዝጋ እባክህ. </p>
apps/frappe/frappe/config/website.py +69,Settings for About Us Page.,እኛ ገጽ ስለ ቅንብሮች.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +86,Sync on Migrate,መሸጋገር ላይ አመሳስል
apps/frappe/frappe/website/doctype/website_theme/website_theme.js +21,Default theme is set in {0},ነባሪ ገጽታ ውስጥ ተዘጋጅቷል {0}
DocType: Email Alert,Days Before,ቀናት በፊት
DocType: Email Alert,Send days before or after the reference date,በፊት ወይም የማጣቀሻ ቀን በኋላ ቀናት ላክ
DocType: Email Account,Send Notification to,ወደ ማሳወቂያ ላክ
DocType: DocShare,DocShare,DocShare
DocType: Web Page,Slideshow,የተንሸራታች ትዕይንት
apps/frappe/frappe/public/js/frappe/misc/pretty_date.js +46,1 minute ago,ከ 1 ደቂቃ በፊት
DocType: DocField,Hidden,የተደበቀ
DocType: Note,Content,ይዘት
DocType: File,old_parent,old_parent
DocType: Footer Item,Footer Item,ግርጌ ንጥል
DocType: Workflow State,th-large,ኛ-ትልቅ
apps/frappe/frappe/core/doctype/doctype/doctype.py +70,Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,አይደለም የገንቢ ሁነታ ላይ! site_config.json ውስጥ አዘጋጅ ወይም &#39;ብጁ&#39; DocType ማድረግ.
DocType: User,Middle Name (Optional),የመካከለኛ ስም (አማራጭ)
DocType: Contact Us Settings,Address Line 2,የአድራሻ መስመር 2
apps/frappe/frappe/public/js/frappe/form/print.js +98,New Custom Print Format,አዲስ ብጁ ማተም ቅርጸት
apps/frappe/frappe/public/js/frappe/views/communication.js +81,Select Attachments,ይምረጡ አባሪዎች
apps/frappe/frappe/desk/form/assign_to.py +146,"The task {0}, that you assigned to {1}, has been closed by {2}.",እርስዎ {1} በ {2} ተዘግቷል የሰጠውን ሥራ {0}:.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +154,Permissions Updated,ፍቃዶች የተዘመነ
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +5,Select Type of Document to Download,ሰነድ ይምረጡ አይነት ያውርዱ
apps/frappe/frappe/model/rename_doc.py +339,Please select a valid csv file with data,ውሂብ ጋር ልክ የሆነ የ CSV ፋይል ይምረጡ
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js +4,Frappe Framework,Frappe መዋቅር
DocType: DocPerm,Is Custom,ብጁ ነው
DocType: File,rgt,rgt
DocType: System Settings,Enable Scheduled Jobs,መርሃግብር የተያዘላቸው ሥራዎችን አንቃ
apps/frappe/frappe/public/js/frappe/ui/tags.js +21,Add a tag,አንድ መለያ አክል
DocType: Web Form,Actions,እርምጃዎች
apps/frappe/frappe/database.py +230,Too many writes in one request. Please send smaller requests,በጣም ብዙ በአንድ ጥያቄ ላይ ጽፈዋል. ያነሰ ጥያቄዎችን ይላኩ
apps/frappe/frappe/public/js/frappe/form/linked_with.js +86,Not Linked to any record.,ማንኛውም ዘገባ ጋር የተገናኘ አይደለም.
apps/frappe/frappe/public/js/frappe/form/control.js +965,Please save the document before uploading.,ከመስቀልዎ በፊት ሰነዱን ያስቀምጡ.
